loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,total_assets
989,5,1,0,42,146,1,565,83,62,146,35,0,326
990,1,0,1,45,145,2,361,86,60,133,64,0,343
991,2,1,0,21,47,3,584,15,17,58,15,0,105
992,5,0,1,83,264,4,503,6,166,241,96,0,509
993,2,0,0,74,280,5,500,198,148,153,78,0,577
994,2,0,0,30,123,8,496,63,35,93,20,0,211
995,4,1,0,22,47,1,416,16,28,66,14,0,124
996,0,0,1,3,8,8,179,16,5,15,6,1,42
997,3,1,1,83,280,0,510,252,43,182,107,0,584
998,0,0,1,87,206,8,268,189,7,324,53,0,573
999,0,0,0,26,53,3,542,1,13,58,19,0,91
1000,3,1,1,27,67,1,506,58,56,56,30,0,200
1001,1,0,1,47,174,3,422,93,73,161,30,0,357
1002,5,1,0,94,204,6,142,258,98,315,82,1,753
1003,3,0,1,31,95,2,60,46,6,107,44,1,203
1004,3,1,0,26,56,1,161,17,4,86,28,1,135
1005,2,0,0,76,219,4,435,98,46,227,69,0,440
1006,4,0,1,23,81,5,461,64,13,81,16,0,174
1007,0,0,0,42,103,9,353,69,46,165,54,0,334
1008,0,1,0,77,305,1,426,51,146,235,55,0,487
1009,1,0,0,87,223,8,317,85,155,276,117,0,633
1010,0,0,0,54,131,0,160,35,41,145,41,1,262
1011,1,1,0,12,30,3,6,33,8,24,8,1,73
1012,5,0,1,3,11,1,171,6,1,10,3,1,20
1013,1,0,1,49,150,1,328,70,33,173,27,0,303
1014,3,0,0,96,253,4,104,244,67,365,115,1,791
1015,2,0,1,84,213,7,504,155,3,265,71,0,494
1016,3,1,0,14,36,9,504,10,25,29,8,0,72
1017,1,1,1,23,64,0,202,35,26,91,14,1,166
1018,0,0,0,93,223,2,561,247,132,287,56,0,722
1019,2,1,1,28,75,6,255,67,27,93,17,0,204
1020,0,1,0,49,133,8,51,18,37,141,76,1,272
1021,2,1,1,74,233,2,58,203,29,218,109,1,559
1022,5,0,0,86,185,6,536,174,101,324,54,0,653
1023,4,1,1,9,26,1,254,29,10,38,16,0,93
1024,3,0,0,85,302,0,143,119,18,243,81,0,461
1025,5,1,0,59,233,1,425,175,51,153,48,0,427
1026,2,1,1,17,67,6,518,49,35,42,21,0,147
1027,1,1,0,97,375,2,370,195,126,354,65,0,740
1028,0,0,0,56,208,2,114,80,24,157,56,1,317
1029,2,1,1,93,364,3,587,219,180,189,117,0,705
1030,3,0,1,77,263,5,109,172,14,222,87,1,495
1031,1,1,1,11,42,6,379,28,21,34,16,0,99
1032,4,0,1,5,23,8,178,7,6,18,3,1,34
1033,3,0,0,4,9,0,452,12,5,20,7,0,44
1034,0,0,0,92,327,1,316,155,50,248,78,0,531
1035,2,1,1,36,122,6,542,38,67,143,53,0,301
1036,3,0,1,76,260,9,540,13,113,238,53,0,417
1037,3,0,1,76,274,2,130,21,80,258,53,1,412
1038,4,1,0,25,67,1,51,12,23,80,27,1,142
1039,5,1,0,4,20,1,47,1,0,16,2,1,19
1040,3,1,1,78,285,4,276,189,75,160,119,0,543
1041,0,1,1,38,107,3,499,45,61,144,42,0,292
1042,1,1,1,31,105,0,250,61,38,107,47,0,253
1043,2,0,0,56,130,1,578,85,54,183,45,0,367
1044,3,0,1,22,45,5,595,69,3,70,33,0,175
1045,4,1,0,74,294,2,303,33,29,275,110,0,447
1046,2,1,1,23,66,5,25,59,16,61,36,1,172
1047,2,0,0,31,115,1,93,58,37,65,26,0,186
1048,3,0,0,96,300,0,312,108,46,318,56,0,528
1049,0,0,1,8,35,3,253,26,10,18,13,0,67
1050,0,1,1,23,85,6,89,74,14,82,36,1,206
1051,0,0,0,17,65,1,482,2,34,46,24,0,106
1052,3,0,0,29,82,5,193,88,51,117,20,1,276
1053,5,0,1,58,116,0,329,26,0,189,42,0,257
1054,5,1,0,63,213,4,119,17,109,220,66,1,412
1055,2,1,1,57,155,0,144,144,43,200,55,1,442
1056,5,1,1,63,155,7,1,93,99,171,71,1,434
1057,0,0,1,36,109,9,179,12,64,117,54,1,247
1058,3,1,1,28,111,4,124,19,42,106,15,1,182
1059,0,0,0,41,166,8,169,3,58,117,62,1,240
1060,4,1,1,33,80,0,597,80,55,123,18,0,276
1061,3,1,0,1,2,0,177,8,2,5,4,1,19
1062,3,1,1,4,11,7,209,7,3,21,9,1,40
1063,0,0,1,6,14,1,452,24,11,29,4,0,68
1064,0,1,1,54,188,6,575,168,47,148,77,0,440
1065,2,1,1,16,33,1,43,35,11,59,15,1,120
1066,0,0,0,66,205,9,519,166,119,264,80,0,629
1067,2,0,1,40,165,0,133,34,0,138,37,0,209
1068,1,1,1,0,1,2,468,4,1,3,0,0,8
1069,2,0,1,83,315,2,414,171,9,263,56,0,499
1070,2,1,1,26,98,7,231,30,29,69,41,1,169
1071,0,0,1,34,83,2,229,36,33,110,52,1,231
1072,1,1,0,60,192,9,148,34,71,221,80,1,406
1073,1,0,0,25,97,0,284,66,27,74,34,0,201
1074,1,0,0,66,226,1,201,40,94,170,44,0,348
1075,2,1,0,61,242,8,548,103,35,179,82,0,399
1076,4,1,0,86,188,2,286,177,88,203,124,0,592
1077,1,0,0,57,127,0,86,164,50,117,38,1,369
1078,5,1,1,96,370,8,1,68,49,340,62,1,519
1079,2,0,0,31,80,2,353,48,31,80,46,0,205
1080,4,0,1,1,2,6,148,8,1,5,1,1,15
1081,1,1,1,46,113,7,396,15,94,115,65,0,289
1082,1,0,0,73,280,7,407,98,11,160,67,0,336
1083,2,1,0,84,214,1,129,56,108,306,60,1,530
1084,4,1,0,87,208,2,331,43,2,255,62,0,362
1085,5,1,1,94,293,1,146,230,35,361,131,0,757
1086,0,0,1,75,178,8,405,62,51,235,63,0,411
1087,3,1,1,68,149,0,409,104,125,204,40,0,473
1088,4,1,1,76,192,6,439,20,90,201,44,0,355
1089,3,0,0,49,107,2,36,0,58,113,75,1,246
1090,4,0,0,92,323,1,598,183,40,217,102,0,542
1091,4,1,1,4,18,2,258,14,10,19,3,0,46
1092,3,0,0,49,130,1,289,113,27,199,61,0,400
1093,2,0,1,36,141,0,1,24,14,73,24,1,135
1094,2,1,1,51,209,6,216,23,50,206,77,1,356
1095,5,1,0,9,33,5,15,14,7,28,14,1,63
1096,3,1,0,62,141,4,246,107,100,209,51,1,467
1097,0,1,1,49,142,6,259,111,11,120,60,0,302
1098,3,0,1,51,166,0,50,159,31,140,68,0,398
1099,1,0,0,65,184,3,283,94,41,168,69,0,372
1100,2,1,0,38,91,3,574,45,37,99,48,0,229
1101,2,1,1,37,113,3,508,59,31,126,50,0,266
1102,1,0,1,14,46,7,187,44,11,36,20,1,111
1103,3,0,0,25,75,6,570,55,53,54,21,0,183
1104,3,0,0,12,35,3,540,18,2,50,15,0,85
1105,4,1,1,78,189,8,382,26,89,187,53,0,355
1106,3,0,1,80,286,4,368,238,45,284,109,0,676
1107,5,0,1,46,100,3,481,49,68,108,43,0,268
1108,4,0,0,79,187,2,75,42,145,188,119,1,494
1109,4,1,0,57,146,6,557,27,95,157,35,0,314
1110,5,0,1,79,318,2,523,183,18,238,65,0,504
1111,0,0,0,12,47,3,386,19,19,29,15,0,82
1112,1,0,0,14,60,0,421,31,6,49,9,0,95
1113,4,0,0,44,91,8,245,9,24,112,63,1,208
1114,1,1,0,27,86,2,223,10,56,94,18,1,178
1115,2,0,1,84,246,9,307,137,76,315,54,0,582
1116,4,1,0,36,146,9,128,66,35,119,25,1,245
1117,0,1,0,80,200,1,366,132,102,256,78,0,568
1118,3,0,0,30,98,9,404,35,48,87,39,0,209
1119,0,1,1,79,235,4,494,55,155,204,88,0,502
1120,1,0,1,96,230,5,130,33,126,302,138,1,599
1121,0,1,0,0,2,9,315,6,2,3,2,0,13
1122,0,1,0,64,138,9,60,69,51,251,78,1,449
1123,0,1,0,89,180,6,158,62,92,338,100,1,592
1124,2,1,0,53,201,5,587,89,94,120,33,0,336
1125,4,1,0,70,271,3,435,142,142,191,95,0,570
1126,1,1,0,22,53,7,79,38,6,69,34,1,147
1127,4,0,0,94,252,9,244,41,114,235,111,1,501
1128,1,0,1,56,164,5,421,12,97,169,75,0,353
1129,4,1,0,21,57,3,376,61,4,45,22,0,132
1130,1,1,0,1,9,1,42,9,1,8,2,0,20
1131,0,1,0,97,267,7,266,36,172,364,115,0,687
1132,2,1,0,33,137,0,55,88,16,115,29,0,248
1133,2,0,0,46,182,9,305,58,55,144,58,0,315
1134,2,1,0,14,49,7,225,4,29,53,16,1,102
1135,5,0,1,6,22,5,103,6,0,29,8,1,43
1136,1,0,1,88,332,8,427,189,105,278,53,0,625
1137,1,0,0,81,286,5,229,184,39,322,58,1,603
1138,4,0,0,26,58,8,115,23,42,81,20,1,166
1139,1,0,1,62,170,4,579,101,11,151,82,0,345
1140,2,1,1,58,123,7,349,49,53,236,51,0,389
1141,0,0,0,27,95,7,95,55,43,83,24,1,205
1142,0,0,0,63,238,9,188,34,60,226,97,1,417
1143,1,0,1,0,1,3,269,3,2,4,3,0,12
1144,1,1,0,82,243,6,517,19,131,310,82,0,542
1145,1,0,1,59,175,9,406,161,109,166,43,0,479
1146,2,0,1,78,309,3,253,69,35,207,103,0,414
1147,5,1,1,7,15,6,164,24,3,15,7,1,49
1148,2,0,0,71,197,2,429,132,107,176,91,0,506
1149,4,1,1,35,71,5,63,49,68,102,44,1,263
1150,2,0,0,50,169,5,265,36,13,197,63,0,309
1151,1,0,0,70,207,6,121,36,116,215,46,1,413
1152,0,1,1,92,339,4,212,132,156,323,63,1,674
1153,3,1,1,32,121,0,430,26,39,119,46,0,230
1154,0,0,0,4,20,3,327,19,5,19,3,0,46
1155,0,1,1,31,97,7,134,31,41,126,41,1,239
1156,2,0,1,57,140,0,110,120,44,166,41,1,371
1157,3,1,0,11,33,7,324,25,23,30,19,0,97
1158,4,0,1,55,166,1,356,131,74,217,84,0,506
1159,2,1,0,75,270,7,458,74,46,245,91,0,456
1160,4,1,1,68,232,8,36,151,95,194,78,1,518
1161,5,0,0,79,216,8,78,53,34,159,96,1,342
1162,1,0,1,17,39,1,320,48,28,72,9,0,157
1163,2,0,0,43,88,8,293,0,6,121,25,0,152
1164,0,1,1,94,337,5,410,238,103,374,78,0,793
1165,1,1,1,52,204,3,453,20,8,187,36,0,251
1166,1,1,1,76,269,7,154,162,34,168,114,1,478
1167,1,0,1,80,188,3,319,173,122,312,66,0,673
1168,2,0,0,87,282,2,67,223,166,212,93,1,694
1169,1,0,0,12,28,9,84,3,12,39,18,1,72
1170,2,0,0,15,56,7,310,32,3,34,13,0,82
1171,0,0,0,51,192,5,502,99,33,149,32,0,313
1172,3,0,0,63,249,4,558,155,109,137,81,0,482
1173,2,0,0,57,137,3,299,48,95,175,67,0,385
1174,4,0,1,96,267,0,95,188,30,227,97,1,542
1175,3,0,1,75,159,2,80,116,151,222,64,1,553
1176,1,0,0,77,268,4,503,201,98,219,66,0,584
1177,4,0,0,33,86,9,509,72,15,134,32,0,253
1178,4,1,0,22,63,0,422,62,33,53,30,0,178
1179,5,0,0,97,353,4,92,80,43,378,129,1,630
1180,0,0,0,37,142,3,245,60,30,100,34,1,224
1181,2,1,1,71,282,4,499,216,31,155,43,0,445
1182,0,0,1,62,216,5,427,155,101,237,53,0,546
1183,4,0,0,69,195,8,230,72,34,206,71,1,383
1184,2,1,0,86,187,6,337,138,139,268,61,0,606
1185,5,0,0,72,207,1,261,214,38,261,39,0,552
1186,2,1,0,42,117,9,121,94,27,154,34,1,309
1187,3,0,1,84,300,6,159,121,41,235,91,1,488
1188,3,1,0,67,257,6,528,149,42,182,36,0,409
1189,4,0,0,94,272,9,379,235,75,371,63,0,744
1190,2,0,1,79,254,3,155,224,115,195,95,1,629
1191,0,1,0,24,91,8,579,29,14,48,23,0,114
1192,3,0,1,91,258,6,336,48,161,342,116,0,667
1193,2,1,1,19,53,7,126,5,3,68,12,1,88
1194,4,1,1,88,212,6,208,167,172,240,130,1,709
1195,3,1,1,68,189,1,468,87,137,189,77,0,490
1196,3,1,0,20,61,9,367,64,39,80,29,0,212
1197,5,0,1,73,279,0,140,83,58,241,60,0,442
1198,1,0,1,81,165,0,66,221,66,270,45,1,602
1199,2,1,0,1,3,0,83,7,3,8,4,1,22
1200,0,1,1,1,5,1,303,9,2,3,2,0,16
1201,3,0,0,37,146,1,428,48,40,146,55,0,289
1202,0,1,0,64,200,2,249,109,9,228,98,1,444
1203,0,0,0,39,104,3,555,116,7,109,31,0,263
1204,5,0,1,16,50,5,161,29,20,44,20,1,113
1205,3,1,1,68,158,7,79,21,52,227,100,1,400
1206,2,1,1,49,134,2,259,79,98,124,51,0,352
1207,1,1,1,1,3,3,516,7,3,8,2,0,20
1208,4,1,1,41,111,0,260,101,39,86,33,0,259
1209,0,0,1,30,117,6,345,53,14,118,34,0,219
1210,4,1,1,40,112,2,251,107,76,110,50,0,343
1211,0,1,1,94,226,3,215,44,147,330,78,1,599
1212,4,0,0,11,33,4,357,33,19,26,11,0,89
1213,3,1,0,22,90,0,382,32,44,49,15,0,140
1214,0,0,0,4,13,4,288,17,1,8,3,0,29
1215,5,0,1,94,371,4,59,22,136,375,94,1,627
1216,0,0,0,2,9,1,466,10,3,9,3,0,25
1217,4,0,0,57,196,6,169,143,68,218,32,1,461
1218,0,0,1,5,11,4,318,14,2,14,5,0,35
1219,0,1,1,84,174,9,411,221,0,305,74,0,600
1220,0,0,1,88,337,1,249,21,89,197,124,0,431
1221,3,0,1,49,201,2,454,18,26,115,76,0,235
1222,4,1,1,3,12,2,161,14,5,14,2,1,35
1223,2,0,0,14,35,4,537,39,11,52,16,0,118
1224,0,0,1,96,236,6,159,11,134,208,72,1,425
1225,4,0,0,76,294,9,314,221,7,265,63,0,556
1226,4,1,0,63,237,7,73,57,51,153,67,1,328
1227,5,0,1,73,262,5,212,166,29,234,60,1,489
1228,4,0,1,87,231,8,481,166,31,246,58,0,501
1229,4,0,1,16,55,6,5,7,33,33,20,1,93
1230,1,1,1,74,275,2,147,14,7,198,109,1,328
1231,4,0,1,10,43,2,457,20,2,45,15,0,82
1232,5,0,1,25,101,0,423,29,7,100,14,0,150
1233,1,1,1,44,106,5,163,13,12,106,66,1,197
1234,2,1,0,67,184,4,399,129,57,209,52,0,447
1235,4,0,1,82,249,0,8,82,93,274,105,0,554
1236,0,0,0,1,2,8,402,4,4,9,1,0,18
1237,2,1,1,93,366,1,156,103,168,338,128,0,737
1238,3,0,1,17,56,3,351,8,21,59,15,0,103
1239,3,1,0,40,142,9,540,46,59,86,46,0,237
1240,4,0,1,20,76,8,548,52,17,82,16,0,167
1241,5,0,1,69,194,1,427,78,129,233,58,0,498
1242,4,0,0,33,113,4,35,64,52,100,23,1,239
1243,5,1,0,2,5,8,4,10,5,11,4,1,30
1244,2,0,1,86,341,0,412,106,125,290,59,0,580
1245,0,1,0,16,63,4,437,51,20,57,15,0,143
1246,1,0,1,74,290,6,390,140,40,297,91,0,568
1247,1,0,1,8,29,1,588,21,15,19,13,0,68
1248,2,1,1,80,269,4,539,93,64,252,60,0,469
1249,5,1,1,34,121,3,33,89,10,104,40,1,243
1250,5,0,0,92,234,8,562,216,35,221,56,0,528
1251,5,1,0,24,88,1,9,65,14,56,34,0,169
1252,5,1,0,93,304,4,523,164,37,300,130,0,631
1253,0,0,1,33,114,6,349,28,7,111,48,0,194
1254,5,1,1,96,353,4,426,95,185,309,120,0,709
1255,4,0,0,6,28,8,412,5,7,16,11,0,39
1256,0,1,0,95,365,9,401,122,162,238,105,0,627
1257,3,0,0,60,210,5,355,66,116,189,50,0,421
1258,1,1,1,42,163,8,85,9,53,131,51,1,244
1259,2,0,0,16,35,1,477,52,27,43,14,0,136
1260,3,0,0,15,50,6,396,4,7,42,8,0,61
1261,3,0,0,37,138,7,196,26,22,134,29,1,211
1262,2,0,1,20,76,2,359,35,18,83,24,0,160
1263,3,1,1,61,174,0,242,169,9,161,53,1,392
1264,2,1,0,20,84,8,429,40,33,73,13,0,159
1265,1,0,0,79,281,2,444,204,105,215,77,0,601
1266,4,1,0,66,167,0,449,181,38,268,94,0,581
1267,0,0,0,45,145,9,455,124,50,151,37,0,362
1268,3,0,1,20,50,0,206,17,17,55,28,1,117
1269,3,0,1,33,127,2,91,62,35,130,43,1,270
1270,1,1,1,33,113,4,598,32,27,87,45,0,191
1271,5,1,0,3,12,5,227,2,6,8,2,1,18
1272,5,1,0,97,354,9,170,96,181,377,145,1,799
1273,1,0,0,82,247,5,394,54,149,227,77,0,507
1274,1,0,0,48,185,6,25,132,57,125,43,1,357
1275,4,1,1,53,131,4,580,4,8,196,28,0,236
1276,5,0,1,28,116,6,159,61,48,114,42,1,265
1277,3,1,1,92,211,4,23,52,155,293,113,1,613
1278,4,0,0,74,287,3,439,222,81,218,88,0,609
1279,0,1,1,53,160,4,424,120,15,116,62,0,313
1280,1,0,0,29,71,8,187,85,12,89,45,1,231
1281,3,0,0,75,274,1,139,140,75,268,62,0,545
1282,2,0,0,96,251,0,355,200,46,210,79,0,535
1283,3,1,0,30,89,6,143,34,11,69,45,1,159
1284,2,0,0,5,23,9,189,2,2,21,9,1,34
1285,4,1,1,29,83,6,127,32,38,96,37,1,203
1286,0,0,1,43,102,9,117,99,20,93,58,1,270
1287,5,1,1,87,245,8,542,163,50,197,81,0,491
1288,3,1,0,57,229,0,7,156,100,208,63,0,527
1289,2,1,0,13,42,8,128,46,12,53,11,1,122
1290,4,1,1,61,149,7,115,156,18,204,79,1,457
1291,3,1,1,63,179,9,105,105,28,210,67,1,410
1292,4,0,0,78,312,8,383,104,79,298,96,0,577
1293,1,0,1,31,103,6,442,4,6,81,45,0,136
1294,4,1,0,37,97,4,230,110,2,120,19,1,251
1295,3,0,0,14,32,4,544,46,22,49,16,0,133
1296,2,1,1,37,136,8,415,51,56,96,21,0,224
1297,3,0,1,78,260,5,176,218,66,161,90,1,535
1298,2,0,0,20,45,2,421,19,1,66,22,0,108
1299,4,1,0,74,300,5,39,205,80,219,58,1,562
1300,5,1,1,25,65,2,161,46,20,79,17,1,162
1301,2,0,1,61,229,5,256,71,83,239,53,0,446
1302,3,1,0,75,184,3,183,152,56,243,102,1,553
1303,2,0,0,43,169,8,106,42,63,135,33,1,273
1304,2,0,1,92,245,6,213,242,179,366,75,1,862
1305,0,1,0,44,123,7,274,35,62,148,36,0,281
1306,0,0,1,50,154,2,392,39,70,125,55,0,289
1307,5,0,1,78,295,8,567,178,141,225,92,0,636
1308,1,1,1,97,374,0,575,197,29,199,65,0,490
1309,4,0,1,83,183,4,297,167,32,207,116,0,522
1310,2,0,1,47,117,9,213,143,81,180,48,1,452
1311,3,0,1,68,239,0,54,183,70,156,79,0,488
1312,2,1,0,94,256,8,347,119,99,352,115,0,685
1313,1,0,0,95,234,2,575,116,144,374,104,0,738
1314,1,0,0,60,140,9,519,76,117,164,43,0,400
1315,4,1,1,39,93,4,221,120,71,138,49,1,378
1316,0,0,1,59,196,9,461,46,37,124,71,0,278
1317,0,0,0,5,16,8,272,15,10,17,3,0,45
1318,3,0,0,62,238,5,271,191,115,129,75,0,510
1319,4,0,1,36,75,9,591,47,70,140,33,0,290
1320,1,1,0,47,145,5,595,87,82,180,52,0,401
1321,2,0,0,19,63,9,280,39,41,59,21,0,160
1322,2,0,0,60,231,3,305,101,108,215,92,0,516
1323,4,1,0,14,48,3,405,25,8,48,19,0,100
1324,1,1,1,11,47,9,123,10,8,36,16,1,70
1325,5,1,1,71,222,0,546,99,47,200,57,0,403
1326,2,1,0,19,47,1,242,8,6,63,31,1,108
1327,5,1,0,4,21,8,331,7,3,18,9,0,37
1328,4,0,0,68,242,8,18,44,17,160,36,1,257
1329,1,1,1,28,65,4,241,59,57,104,29,1,249
1330,1,0,0,7,26,9,482,1,15,32,8,0,56
1331,2,0,0,94,347,0,588,127,65,372,58,0,622
1332,0,0,0,13,33,6,447,3,14,27,12,0,56
1333,0,0,1,48,186,2,341,44,85,193,67,0,389
1334,3,0,1,3,14,1,340,5,7,10,2,0,24
1335,4,1,0,74,278,5,24,126,85,196,111,1,518
1336,4,0,0,53,209,9,59,43,53,183,64,1,343
1337,0,1,1,64,230,5,38,25,8,186,93,1,312
1338,0,0,0,12,29,6,84,32,8,31,20,1,91
1339,5,1,1,86,263,7,245,192,166,301,76,1,735
1340,5,1,0,60,239,8,310,103,78,193,83,0,457
1341,2,0,1,81,276,8,540,127,35,188,92,0,442
1342,3,1,0,22,78,2,330,52,29,88,23,0,192
1343,1,0,0,89,309,1,208,129,117,308,78,0,632
1344,0,1,1,93,346,1,235,9,141,253,139,0,542
1345,1,0,0,10,31,9,417,32,15,22,9,0,78
1346,2,0,1,75,190,3,435,13,19,235,104,0,371
1347,5,0,1,76,217,9,228,59,88,244,49,1,440
1348,0,0,1,92,197,1,50,34,14,366,47,1,461
1349,0,1,0,15,54,5,122,35,11,62,9,1,117
1350,5,0,0,38,134,2,196,0,14,155,37,1,206
1351,4,1,0,40,152,8,494,74,7,131,22,0,234
1352,2,0,0,22,74,2,419,61,17,64,16,0,158
1353,3,1,1,25,58,6,330,40,28,103,23,0,194
1354,3,1,1,4,15,1,543,15,3,14,4,0,36
1355,2,0,0,44,153,0,464,78,15,157,58,0,308
1356,3,0,0,70,174,1,362,132,115,160,53,0,460
1357,0,1,0,45,152,7,11,129,2,172,27,1,330
1358,4,1,0,41,98,0,306,100,18,86,55,0,259
1359,5,0,0,45,99,7,574,109,77,108,70,0,364
1360,4,1,1,85,297,1,70,177,156,343,121,0,797
1361,1,0,0,68,202,4,114,198,75,204,51,1,528
1362,2,1,0,4,8,4,500,13,2,20,9,0,44
1363,1,1,0,66,166,5,479,139,102,231,44,0,516
1364,1,1,0,62,138,9,253,118,45,197,36,0,396
1365,4,1,0,74,296,8,145,49,139,181,57,1,426
1366,3,1,0,88,211,3,196,165,73,315,125,1,678
1367,0,0,1,22,56,4,350,52,37,50,23,0,162
1368,3,1,0,66,176,2,483,201,98,233,55,0,587
1369,5,0,1,33,132,4,235,32,57,122,31,1,242
1370,4,0,1,87,337,9,115,136,31,333,127,1,627
1371,0,1,0,58,150,3,409,90,17,161,35,0,303
1372,3,1,0,5,22,6,519,17,10,18,9,0,54
1373,0,1,1,66,170,8,541,106,86,157,87,0,436
1374,4,1,1,51,104,5,400,159,19,202,29,0,409
1375,1,0,1,12,39,1,581,29,12,48,13,0,102
1376,2,0,1,12,43,1,504,20,22,49,7,0,98
1377,4,1,0,90,214,2,353,228,46,291,86,0,651
1378,1,0,1,77,289,0,363,197,121,283,101,0,702
1379,0,1,0,43,172,4,195,104,35,94,62,1,295
1380,1,1,0,36,95,3,35,2,51,139,18,1,210
1381,5,0,1,13,46,2,318,35,10,29,9,0,83
1382,3,1,0,10,21,5,180,31,1,28,17,1,77
1383,4,1,0,15,46,8,543,49,22,59,18,0,148
1384,4,0,0,50,138,7,183,119,8,189,27,1,343
1385,1,1,0,14,48,5,248,23,27,33,8,1,91
1386,4,0,1,64,157,7,79,66,126,244,45,1,481
1387,5,1,1,92,263,9,471,103,126,364,117,0,710
1388,4,0,1,1,2,0,53,7,1,9,4,1,21
1389,5,1,0,44,112,7,368,66,31,99,55,0,251
1390,3,1,1,59,210,0,87,72,31,160,41,0,304
1391,0,1,1,13,38,5,489,37,16,55,13,0,121
1392,0,0,1,2,6,0,555,0,5,10,4,0,19
1393,0,1,0,85,333,6,451,72,137,225,70,0,504
1394,3,1,0,68,213,5,439,17,76,242,84,0,419
1395,4,0,0,45,128,6,192,11,45,138,64,1,258
1396,4,1,1,74,235,7,596,38,45,151,64,0,298
1397,1,1,1,90,242,1,245,257,0,203,132,1,592
1398,5,1,0,92,363,9,591,140,166,190,89,0,585
1399,0,0,0,46,148,2,548,14,3,185,35,0,237
1400,3,1,1,4,21,5,584,7,8,11,6,0,32
1401,3,0,1,47,140,6,139,104,56,171,51,1,382
1402,3,0,1,31,82,5,286,76,51,75,39,0,241
1403,3,0,1,89,185,9,8,146,102,202,48,1,498
1404,5,0,0,59,232,7,0,4,7,225,48,1,284
1405,3,0,1,82,193,0,441,216,2,184,83,0,485
1406,4,0,0,77,311,3,398,166,114,284,51,0,615
1407,2,1,1,59,220,4,433,122,97,169,56,0,444
1408,3,1,1,18,39,7,271,18,39,55,13,0,125
1409,3,0,1,97,296,9,190,106,91,268,74,1,539
1410,2,1,0,93,251,7,151,191,29,335,114,1,669
1411,4,0,1,17,65,2,259,37,22,59,12,0,130
1412,4,0,1,67,211,4,277,126,22,146,63,0,357
1413,2,1,1,13,47,1,313,45,13,49,21,0,128
1414,4,1,0,17,35,9,485,11,6,58,15,0,90
1415,0,0,1,21,57,3,390,56,29,57,20,0,162
1416,2,1,0,76,168,6,51,191,72,190,71,1,524
1417,4,1,0,2,7,4,147,1,3,6,3,1,13
1418,0,0,1,92,189,9,408,213,163,231,131,0,738
1419,2,0,0,89,214,5,249,255,110,344,122,1,831
1420,1,0,1,88,185,3,497,42,94,226,75,0,437
1421,4,1,0,69,140,6,237,138,104,179,61,1,482
1422,3,0,0,6,22,5,528,18,0,12,7,0,37
1423,0,0,1,43,93,6,171,33,77,107,36,1,253
1424,5,0,0,83,251,1,36,86,12,303,90,1,491
1425,3,1,1,23,95,7,124,48,32,55,13,1,148
1426,2,0,0,13,30,8,140,9,23,27,18,1,77
1427,0,1,0,60,170,3,283,38,39,133,33,0,243
1428,1,1,1,11,26,2,180,30,3,26,14,1,73
1429,5,1,0,64,255,4,370,47,72,203,85,0,407
1430,0,0,1,51,134,2,29,89,76,109,28,1,302
1431,5,1,0,12,27,2,454,36,27,50,14,0,127
1432,2,1,1,27,75,8,288,5,1,113,42,0,161
1433,3,1,0,63,162,1,251,54,8,182,76,0,320
1434,3,0,0,81,186,1,16,203,97,210,82,1,592
1435,2,1,1,87,319,5,82,1,113,202,54,1,370
1436,3,0,0,51,147,2,417,71,41,168,53,0,333
1437,0,0,0,26,70,2,376,36,22,54,32,0,144
1438,1,1,0,78,275,2,367,61,126,222,99,0,508
1439,3,1,0,37,102,9,521,17,63,107,39,0,226
1440,0,0,0,60,198,9,45,94,59,171,41,1,365
1441,3,1,1,57,189,4,142,96,5,180,47,1,328
1442,1,0,1,58,230,5,372,21,113,193,64,0,391
1443,3,1,1,89,290,0,208,191,51,313,119,0,674
1444,5,0,1,32,120,4,315,71,16,111,35,0,233
1445,1,0,1,16,41,3,389,33,25,35,16,0,109
1446,1,0,0,1,9,8,447,2,0,4,2,1,8
1447,1,0,1,88,225,4,112,1,156,317,47,1,521
1448,1,0,0,62,166,0,403,64,73,156,74,0,367
1449,5,1,0,56,219,7,584,13,48,192,85,0,338
1450,5,0,1,24,83,8,351,11,1,75,26,0,113
1451,4,1,0,64,170,6,493,168,14,172,39,0,393
1452,2,1,0,59,215,1,107,99,1,199,58,0,357
1453,2,1,0,39,108,3,90,9,31,98,34,1,172
1454,3,1,1,1,7,5,169,7,4,4,3,1,18
1455,4,0,0,45,101,2,73,69,86,140,54,1,349
1456,4,0,1,13,55,0,4,25,16,30,14,0,85
1457,5,1,0,25,80,3,533,47,13,65,33,0,158
1458,2,0,0,67,206,0,2,188,107,266,92,0,653
1459,0,0,0,74,284,2,97,111,132,243,38,1,524
1460,1,0,0,39,97,2,591,50,3,123,36,0,212
1461,3,1,0,39,119,0,157,8,5,138,49,1,200
1462,4,1,0,14,29,7,357,3,1,54,12,0,70
1463,2,1,1,2,11,0,180,3,7,13,2,0,25
1464,5,0,1,42,170,9,540,37,51,126,23,0,237
1465,2,1,1,36,77,5,566,61,6,81,19,0,167
1466,0,1,0,41,167,3,319,42,66,168,39,0,315
1467,1,0,1,88,332,0,448,80,98,254,115,0,547
1468,3,1,1,93,252,5,581,266,141,213,89,0,709
